name,line,voltage
DENTON 3 0-DENTON 1 1-i_1228,"LINESTRING (-97.092416 33.14705569573001, -97.09170000000002 33.1950900168082",161.0
VAN 0-TYLER 9 0-i_3071,"LINESTRING (-95.63497699999999 32.52909875219931, -95.43434799999999 32.40702851693761",115.0
HOUSTON 2 0-CROSBY 0-i_2559,"LINESTRING (-95.23860000000003 29.949704615048507, -95.053587 29.930376130139194",115.0
HOUSTON 73 0-HOUSTON 75 0-i_2233,"LINESTRING (-95.519364 29.81339420138271, -95.523499 29.8720776692792",115.0
AUSTIN 25 0-AUSTIN 20 0-i_1647,"LINESTRING (-97.76245000000002 30.290781218580197, -97.73898900000002 30.268081643251207",115.0
SALADO 0-BARTLETT 0-i_1339,"LINESTRING (-97.58965000000002 30.91955939470162, -97.282628 30.783068598473612",161.0
BAYTOWN 1 1-GALVESTON 1 0-i_2376,"LINESTRING (-94.8995 29.6718976727995, -94.76496800000001 29.304256556118613",230.0
RUNGE 0-FALLS CITY 0-i_1679,"LINESTRING (-97.878161 28.94593663881801, -98.23142500000002 28.860727463071694",115.0
DEL VALLE 0-CEDAR CREEK 1 2-i_2073,"LINESTRING (-97.60371200000002 30.14849461872269, -97.53560000000002 30.139573601700203",115.0
GRAND PRAIRIE 1 0-DALLAS 2 1-i_1178,"LINESTRING (-96.99286199999999 32.72701721580269, -96.92139999999999 32.72067704351759",161.0
NORTH RICHLAND HILLS 2 0-FORT WORTH 3 0-i_1314,"LINESTRING (-97.221695 32.8375912252615, -97.214058 32.7450037047212",161.0
DENTON 3 0-LEWISVILLE 2 0-i_1242,"LINESTRING (-97.092416 33.14705569573001, -97.057417 33.07895382564289",161.0
RICHARDSON 2 1-DALLAS 19 0-i_999,"LINESTRING (-96.73344 32.97364694061329, -96.784613 32.994957523788216",161.0
GSE_ELEVEN - CANTON 0 - 3275,"LINESTRING (-95.86 32.57, -95.879865 32.51207460203982",115.0
KELLER 1 0-KELLER 2 1-i_856,"LINESTRING (-97.22154800000001 32.921591517495706, -97.27527399999998 32.925619627546986",161.0
AUSTIN 16 0-AUSTIN 26 0-i_1982,"LINESTRING (-97.720203 30.279685937317403, -97.764536 30.345750613416303",115.0
HOUSTON 82 0-HOUSTON 87 0-i_2429,"LINESTRING (-95.58003400000001 29.810188121261906, -95.611784 29.747732562043016",115.0
DALLAS 4 0-DALLAS 16 0-i_1216,"LINESTRING (-96.675838 32.8225038141009, -96.769163 32.78402196988319",161.0
FORT WORTH 22 0-FORT WORTH 7 0-i_1351,"LINESTRING (-97.38336499999998 32.69822643369301, -97.269357 32.746676750210995",161.0
LOCKHART 0-BUDA 0-i_2049,"LINESTRING (-97.667772 29.865227361700494, -97.834412 30.076021791058913",115.0
IRVING 1 0-FLOWER MOUND 1 0-i_1092,"LINESTRING (-96.98580000000001 32.916782386121895, -97.05647000000002 33.030295491566",161.0
FORT WORTH 2 0-ARLINGTON 1 1-i_988,"LINESTRING (-97.177363 32.773493479634304, -97.12769 32.772671457267094",161.0
FALFURRIAS 0-RIVIERA 0-i_725,"LINESTRING (-98.207213 26.8740947680303, -97.89237 27.132739526661698",115.0
ROCKSPRINGS 0-CAMP WOOD 0-i_314,"LINESTRING (-100.27707600000002 29.981855673190605, -100.069588 29.6684440839131",115.0
LAREDO 4 0-OILTON 1-i_772,"LINESTRING (-99.339796 27.3671490151858, -98.983678 27.48166864386469",230.0
WHARTON 1 2-WHARTON 2 0-i_2881,"LINESTRING (-96.0323 29.26581886477861, -96.182821 29.342819929568304",115.0
OWENS_SOLAR - CLIFTON 2 0 - 3273,"LINESTRING (-97.62 31.85, -97.537568 31.8109437000562",161.0
SAN ANTONIO 21 0-SAN ANTONIO 27 0-i_1830,"LINESTRING (-98.470985 29.586133541475096, -98.490053 29.462103469130412",115.0
CLARKSVILLE 0-PARIS 1 1-i_199,"LINESTRING (-94.988258 33.6570701474704, -95.554 33.62480490119471",161.0
BISHOP 0-CORPUS CHRISTI 16 0-i_537,"LINESTRING (-97.81380000000001 27.56331738547781, -97.470816 27.6514925206554",115.0
HOUSTON 22 0-HOUSTON 39 0-i_2468,"LINESTRING (-95.30531 29.741063395721014, -95.387702 29.750972052268914",115.0
HOUSTON 29 0-HOUSTON 20 0-i_2320,"LINESTRING (-95.337809 29.86090238954111, -95.29638 29.860034367816805",115.0
DEER PARK 1-PASADENA 1 1-i_2485,"LINESTRING (-95.114456 29.720683887687706, -95.19587800000001 29.72083189137611",230.0
WILLIS 2 1-CONROE 3 0-i_2580,"LINESTRING (-95.34227200000001 30.46516824736051, -95.36814 30.37174230277721",115.0
ROSCOE 5 2 - CHARBRAY_SOLAR - 3234,"LINESTRING (-100.51950000000001 32.3061147297888, -100.82 32.33",500.0
HOUSTON 40 0-HOUSTON 20 0-i_2572,"LINESTRING (-95.38892700000001 29.88786306457909, -95.29638 29.860034367816805",115.0
WACO 2 0-GRANBURY 1 0-i_1450,"LINESTRING (-97.08771 31.61482274425611, -97.713686 32.34030338183329",500.0
ROWLETT 1 0-ROWLETT 2 0-i_1183,"LINESTRING (-96.546785 32.89542780297219, -96.55276700000002 32.93565990190759",161.0
ALEDO 1 1-FORT WORTH 20 0-i_881,"LINESTRING (-97.49980000000001 32.718176975589984, -97.375938 32.6504931383529",161.0
SAN ANTONIO 32 0-SAN ANTONIO 12 0-i_1708,"LINESTRING (-98.521623 29.419895426275307, -98.40249100000001 29.58335747258072",230.0
LAKE JACKSON 0-FREEPORT 1 1-i_2884,"LINESTRING (-95.465043 29.0441696229416, -95.306 28.97390134047749",230.0
FORT DAVIS 0-VAN HORN 0-i_16,"LINESTRING (-103.750065 30.998797517330914, -104.615514 31.08731425376499",115.0
OBSIDIAN_SOLAR - PADUCAH 0 - 3290,"LINESTRING (-100.34 34.01, -100.27824700000001 33.988352320811096",161.0
PLANO 4 0-ALLEN 2 0-i_959,"LINESTRING (-96.736408 33.087672064856704, -96.690364 33.11191473032849",161.0
RIO HONDO 0-SEBASTIAN 2 0-i_615,"LINESTRING (-97.480015 26.2549059684428, -97.57489999999999 26.3242668292268",115.0
PASADENA 3 2-HOUSTON 7 0-i_2763,"LINESTRING (-95.03140000000002 29.613737066041498, -95.11577 29.611098161292116",115.0
DALLAS 43 0-DUNCANVILLE 2 0-i_1505,"LINESTRING (-96.932965 32.67381377099551, -96.912868 32.640786875159606",161.0
AUSTIN 25 0-AUSTIN 11 0-i_1648,"LINESTRING (-97.76245000000002 30.290781218580197, -97.70069400000001 30.329332196563016",115.0
CHANDLER 0-ATHENS 1 0-i_3014,"LINESTRING (-95.512442 32.2653479932959, -95.798608 32.2379181537849",115.0
CORPUS CHRISTI 1 1-CORPUS CHRISTI 14 0-i_789,"LINESTRING (-97.4283 27.813899999999997, -97.436795 27.8463549371006",115.0
MANCHACA 0-SAN MARCOS 2-i_1896,"LINESTRING (-97.87108700000002 30.13031515988761, -97.96184400000001 29.875167555813093",115.0
FORT STOCKTON 3 0-FORT STOCKTON 1 0-i_69,"LINESTRING (-102.78179200000001 30.74127091181511, -102.49680800000002 30.766388525922405",115.0
SAN ANTONIO 31 0-SAN ANTONIO 30 0-i_1667,"LINESTRING (-98.521662 29.587523575974096, -98.51943000000001 29.51389475062251",115.0
FORT WORTH 4 0-FORT WORTH 17 0-i_1444,"LINESTRING (-97.248532 32.86600199996451, -97.350985 32.77867862073289",161.0
AUSTIN 35 0-AUSTIN 36 0-i_1907,"LINESTRING (-97.891423 30.375404366823716, -97.947609 30.3758653785418",115.0
COLORADO CITY 1 - ODESSA 1 8 - 3236,"LINESTRING (-100.9 32.33, -102.3084 31.834183240019108",500.0
BRYSON 1 1-BRYSON 2 0-i_1194,"LINESTRING (-98.32906900000002 33.19977648884561, -98.373374 33.270406353573506",161.0
BACLIFF 0-DICKINSON 0-i_2245,"LINESTRING (-94.98364700000002 29.504655521862414, -95.027451 29.454258275192284",115.0
DALLAS 29 0-DALLAS 25 0-i_1482,"LINESTRING (-96.816371 32.7843747757602, -96.79579 32.785320801509584",161.0
WEST COLUMBIA 0-DAMON 0-i_2702,"LINESTRING (-95.674469 29.149328049449416, -95.66406200000002 29.2573654232844",115.0
ARLINGTON 4 0-FORT WORTH 3 0-i_1467,"LINESTRING (-97.079596 32.7518498908807, -97.214058 32.7450037047212",161.0
ALVIN 1-LEAGUE CITY 0-i_2400,"LINESTRING (-95.17856 29.422491490378206, -95.082987 29.501283438387105",230.0
WINONA 0-TYLER 3 0-i_3096,"LINESTRING (-95.09735300000001 32.47616417767251, -95.20407 32.4123338742814",115.0
ENCINAL 0-LAREDO 7 1-i_498,"LINESTRING (-99.39019300000001 28.035329050485206, -99.66388200000002 27.8271417951826",115.0
HILL_SOLAR - HILLSBORO 0 - 3336,"LINESTRING (-97.22 32.01, -97.124361 32.01635634651811",161.0
HUFFMAN 0-DAYTON 1-i_2295,"LINESTRING (-95.09525800000002 30.060675404555806, -94.913354 30.0519431847122",115.0
HOUSTON 49 0-HOUSTON 36 0-i_2446,"LINESTRING (-95.422667 29.823949465216693, -95.37595300000001 29.82909159377739",115.0
FORT WORTH 9 0-FORT WORTH 7 0-i_1530,"LINESTRING (-97.287923 32.857265761682, -97.269357 32.746676750210995",161.0
JACKSONVILLE 1 1-TYLER 7 0-i_3173,"LINESTRING (-94.953834 31.933739848500522, -95.310228 32.228975554374315",230.0
HURST 0-FORT WORTH 2 0-i_1172,"LINESTRING (-97.176986 32.814779603666416, -97.177363 32.773493479634304",161.0
SILVERTON 0-RALLS 2 0-i_123,"LINESTRING (-101.278161 34.4515410554556, -101.522037 33.6526778415705",161.0
KATY 3 0-WHARTON 1 0-i_2878,"LINESTRING (-95.82525100000001 29.738129322559097, -96.0503 29.2815201581002",500.0
DALLAS 26 0-DALLAS 18 0-i_1416,"LINESTRING (-96.798192 32.9422050808012, -96.78389599999998 32.92187712750321",161.0
SUGAR LAND 3 1-MISSOURI CITY 2 0-i_2283,"LINESTRING (-95.69944900000002 29.667501563415392, -95.553828 29.47091068690631",230.0
ROSELAND_SOLAR - FRANKLIN 1 - 3265,"LINESTRING (-96.14 31.37, -96.45060000000001 31.17413989490129",230.0
HOUSTON 46 0-HOUSTON 71 0-i_2728,"LINESTRING (-95.407483 29.7690450937819, -95.51212500000001 29.685445009977308",115.0
DENTON 5 0-PONDER 0-i_845,"LINESTRING (-97.142438 33.21856466304279, -97.30802799999998 33.19629404994419",161.0
BLACKWELL 0-MERKEL 1 1-i_325,"LINESTRING (-100.2596 32.192007078000785, -100.140986 32.3121361342405",115.0
MAGNOLIA 2 0-HOCKLEY 0-i_2315,"LINESTRING (-95.74566 30.1537667518341, -95.830133 30.045126013122413",115.0
KINGWOOD 1 0-HUMBLE 2 0-i_2600,"LINESTRING (-95.154343 30.050612151206995, -95.282617 30.014807250419512",115.0
CORPUS CHRISTI 12 0-CORPUS CHRISTI 8 0-i_676,"LINESTRING (-97.42750100000002 27.720142372574408, -97.376247 27.72352072667011",115.0
SAN ANTONIO 37 0-SAN ANTONIO 50 0-i_2017,"LINESTRING (-98.56513100000001 29.499201386850604, -98.72635399999999 29.398379895204194",500.0
EULESS 2 0-ARLINGTON 6 0-i_1062,"LINESTRING (-97.087723 32.8116865194124, -97.09645200000001 32.782530725569714",161.0
SUNSET 0-ALVORD 0-i_198,"LINESTRING (-97.742818 33.4499837633856, -97.660953 33.3664199813092",161.0
HOUSTON 18 0-HOUSTON 24 0-i_2462,"LINESTRING (-95.27053700000002 29.716023771561908, -95.314675 29.719323853795196",115.0
PASADENA 2 1-PASADENA 3 1-i_2191,"LINESTRING (-95.162079 29.722248926690806, -95.03140000000002 29.619996382330505",230.0
GEORGETOWN 3 0-LEANDER 1 1-i_1657,"LINESTRING (-97.798899 30.83561298057422, -97.899257 30.560071073585085",230.0
WINNIE 0-BAYTOWN 4 0-i_2780,"LINESTRING (-94.594021 29.8623021786516, -94.861724 29.86919559712649",115.0
NOCONA 0-HENRIETTA 0-i_211,"LINESTRING (-97.95480200000002 33.78709021859431, -98.193251 33.75250380259039",161.0
WEATHERFORD 3 0-WEATHERFORD 2 0-i_1574,"LINESTRING (-97.894219 32.84235401141162, -97.787485 32.7525419096998",161.0
LEONARD 0-WOLFE CITY 0-i_186,"LINESTRING (-96.170163 33.4354317555611, -95.93670700000001 33.41486233165111",161.0
HOUSTON 18 0-HOUSTON 14 0-i_2457,"LINESTRING (-95.27053700000002 29.716023771561908, -95.24879300000002 29.687322056705803",115.0
STAMFORD 0-ROTAN 0-i_343,"LINESTRING (-99.841964 32.9348683245488, -100.489206 32.88577197227201",115.0
DALLAS 29 0-DALLAS 34 0-i_1481,"LINESTRING (-96.816371 32.7843747757602, -96.837348 32.6584373538186",161.0
SUGAR LAND 1 0-HOUSTON 83 0-i_2419,"LINESTRING (-95.602093 29.617808327972007, -95.581217 29.697186302317807",115.0
MILLSAP 0-MINERAL WELLS 0-i_1287,"LINESTRING (-97.984148 32.69839721922762, -98.117806 32.793549687378",161.0
SARITA 2 0-SARITA 3 0-i_512,"LINESTRING (-97.53910000000002 27.113291412381788, -97.4969 27.0637885794484",115.0
PRAIRIE VIEW 0-PATTISON 0-i_2202,"LINESTRING (-95.98689300000001 30.084342000680408, -96.00861500000002 29.7901876216211",115.0
HUTCHINS 0-DALLAS 14 0-i_1328,"LINESTRING (-96.69191600000002 32.6360947479536, -96.755851 32.66302247819911",161.0
IRAAN 2 0-IRAAN 1 0-i_19,"LINESTRING (-102.192433 30.92529076483021, -102.0777 30.911622882268297",115.0
BUCKHOLTS 0-BURLINGTON 0-i_2078,"LINESTRING (-97.139898 30.846471680159613, -97.11169 31.0146615443355",115.0
MARION 1 1-NEW BRAUNFELS 2 1-i_1761,"LINESTRING (-98.1275 29.621896429536815, -98.06208599999998 29.694376232341686",230.0
LOS FRESNOS 0-RIO HONDO 0-i_691,"LINESTRING (-97.262778 26.22854150341792, -97.480015 26.2549059684428",115.0
TRENT 1 0-SWEETWATER 3 0-i_416,"LINESTRING (-100.22665200000002 32.4240226617666, -100.3757 32.34111708180161",115.0
CLIFTON 2 0-MORGAN 0-i_1198,"LINESTRING (-97.537568 31.8109437000562, -97.52076000000001 31.982882117322887",161.0
FORNEY 0-ROCKWALL 1 0-i_1246,"LINESTRING (-96.4513 32.74075558922512, -96.43257000000001 32.84926154341491",161.0
FORT WORTH 2 0-ARLINGTON 1 1-i_989,"LINESTRING (-97.177363 32.773493479634304, -97.12769 32.772671457267094",161.0
FORT STOCKTON 2 0-IRAAN 1 0-i_106,"LINESTRING (-102.34662799999998 30.801087757718893, -102.0777 30.911622882268297",115.0
TYLER 9 0-TYLER 8 0-i_3089,"LINESTRING (-95.43434799999999 32.40702851693761, -95.38181400000002 32.298149194855114",115.0
AUSTIN 32 0-AUSTIN 29 0-i_1997,"LINESTRING (-97.86559 30.265650581658207, -97.82039800000001 30.16462002592501",115.0
GREENVILLE 1 0-ALLEN 1 0-i_949,"LINESTRING (-96.10840000000002 33.1646730744551, -96.603447 33.08717405119059",500.0
DUBLIN 2 0-HAMILTON 0-i_1332,"LINESTRING (-98.33962000000001 32.06919986983959, -98.178029 31.68068708726791",161.0
BRYAN 2 0-BRYAN 1 2-i_3199,"LINESTRING (-96.36331600000001 30.64121549386309, -96.45 30.706224899113298",115.0
AUSTIN 27 0-CEDAR CREEK 1 1-i_2058,"LINESTRING (-97.79310000000001 30.20435503016379, -97.53560000000002 30.143309487828606",230.0
MADISONVILLE 0-CENTERVILLE 0-i_2998,"LINESTRING (-95.89634399999998 30.947497199492407, -95.925344 31.130289044105204",115.0
SAVOY 0-SHERMAN 1 0-i_133,"LINESTRING (-96.349605 33.62214771628871, -96.599893 33.57657454698819",500.0
HOUSTON 19 0-HOUSTON 31 0-i_2925,"LINESTRING (-95.27303000000002 29.644508991553792, -95.3533 29.695928270989704",115.0
WILMER 0-DALLAS 17 0-i_1401,"LINESTRING (-96.670733 32.60276584485829, -96.777615 32.70890072359171",161.0
SAN ANTONIO 1 1-SEGUIN 1 1-i_1925,"LINESTRING (-98.32889999999999 29.426391586690492, -97.958815 29.5905516511325",230.0
RALLS 2 0-CROSBYTON 0-i_124,"LINESTRING (-101.522037 33.6526778415705, -100.98111399999999 33.768493919295004",161.0
PROGRESO 0-EDINBURG 1 0-i_516,"LINESTRING (-97.95314 26.076710093046994, -98.083002 26.445030573774606",115.0
ARLINGTON 11 0-FORT WORTH 8 0-i_1083,"LINESTRING (-97.21387600000001 32.63722377856069, -97.271334 32.61763224758379",161.0
FORT WORTH 19 0-FORT WORTH 21 0-i_1540,"LINESTRING (-97.359895 32.70621565066099, -97.37813 32.73963555877639",161.0
CORPUS CHRISTI 3 0-TAFT 1 0-i_688,"LINESTRING (-97.2937 27.58087585581529, -97.2859 27.989442342071293",230.0
FORT WORTH 23 0-FORT WORTH 24 0-i_892,"LINESTRING (-97.41301500000002 32.66488052860689, -97.416975 32.5794312130609",161.0
DALLAS 26 0-DALLAS 24 0-i_829,"LINESTRING (-96.798192 32.9422050808012, -96.793734 32.9672827665192",161.0
PASADENA 1 2-HOUSTON 14 0-i_2554,"LINESTRING (-95.203078 29.713328191541795, -95.24879300000002 29.687322056705803",115.0
STANTON 1 - COLORADO CITY 1 - 3220,"LINESTRING (-101.745488 32.4837446892457, -100.9 32.33",500.0
HOUSTON 44 0-HOUSTON 43 0-i_2748,"LINESTRING (-95.40131300000002 29.677747818385797, -95.41254800000002 29.704285479127485",115.0
CLEBURNE 2 0-NEMO 0-i_887,"LINESTRING (-97.499356 32.270575344012904, -97.64614100000001 32.26013364350169",161.0
MANSFIELD 0-GLEN ROSE 1 0-i_940,"LINESTRING (-97.184054 32.50154410714119, -97.767515 32.29227880069791",500.0
BAYTOWN 2 0-ALVIN 0-i_2388,"LINESTRING (-94.8947 29.770600132592996, -95.18288 29.422491490378206",500.0
BIG SPRING 6 0-SILVER 1-i_102,"LINESTRING (-101.41343600000002 32.267094110442, -100.65570000000001 32.043897182145",115.0
BRUNI 1 0-LAREDO 2 0-i_800,"LINESTRING (-98.89447800000002 27.569728758356298, -99.11708500000002 27.745375004820406",115.0
BRENHAM 2-CHAPPELL HILL 0-i_1778,"LINESTRING (-96.399472 30.199519206920616, -96.24944199999999 30.116072119264302",115.0
NEW BRAUNFELS 1 0-NEW BRAUNFELS 2 0-i_1758,"LINESTRING (-98.01560000000002 29.73469923703731, -98.066406 29.694376232341686",500.0
AUSTIN 23 0-AUSTIN 22 0-i_2062,"LINESTRING (-97.757464 30.400169996549405, -97.751744 30.455913415657587",115.0
CITRINE_SOLAR - PADUCAH 0 - 3291,"LINESTRING (-100.38 34.01, -100.27824700000001 33.988352320811096",161.0
KRUM 0-ARGYLE 0-i_1113,"LINESTRING (-97.298709 33.2764152573407, -97.17018200000001 33.11226273988471",161.0
CUSHING 1 0-JACKSONVILLE 1 1-i_3155,"LINESTRING (-94.88263999999998 31.82601469861781, -94.953834 31.933739848500522",230.0
DODD CITY 0 - PHOENIX_SOLAR - 3328,"LINESTRING (-96.06315600000002 33.60954283932669, -96.18 33.53",161.0
AUSTIN 24 0-AUSTIN 27 1-i_2061,"LINESTRING (-97.76148100000002 30.240543945822285, -97.78878 30.20435503016379",115.0
HOUSTON 39 0-HOUSTON 56 0-i_2810,"LINESTRING (-95.387702 29.750972052268914, -95.45000900000001 29.737578308820204",115.0
DALLAS 32 0-DALLAS 13 0-i_1307,"LINESTRING (-96.83499100000002 32.708981725792, -96.753246 32.7481797910802",161.0
TYLER 1 0-HENDERSON 2 0-i_3194,"LINESTRING (-95.077688 32.35654911949158, -94.719328 32.23331884548082",115.0
LLANO 0-FREDERICKSBURG 0-i_316,"LINESTRING (-98.90926599999999 30.647551899745288, -98.86768300000001 30.274720146851507",115.0
SUGAR LAND 1 0-SUGAR LAND 2 2-i_2416,"LINESTRING (-95.602093 29.617808327972007, -95.63169600000002 29.560733394819216",115.0
NAZARETH_SOLAR 0 - FRYE_SOLAR 1 - 3214,"LINESTRING (-102.1 34.49, -102.02 34.41",161.0
SANTA ROSA 2 0-HARLINGEN 2 0-i_723,"LINESTRING (-97.785892 26.338804639633505, -97.734596 26.24637449421479",115.0
ARROYO_SOLAR - SAN PERLITA 0 - 3268,"LINESTRING (-97.62 26.29, -97.68031099999999 26.46883290649291",230.0
BISHOP 0-CORPUS CHRISTI 16 0-i_538,"LINESTRING (-97.81380000000001 27.56331738547781, -97.470816 27.6514925206554",115.0
KAUFMAN 0-MABANK 1 0-i_1117,"LINESTRING (-96.246103 32.562733026121585, -96.070558 32.4305991049394",161.0
HAMLIN 1 - ELROND - 3356,"LINESTRING (-100.1 32.85, -99.58 33.09",230.0
BELTON 0-KILLEEN 3 0-i_1153,"LINESTRING (-97.489109 31.04551954337379, -97.73561700000002 31.00346981975701",500.0
PEARLAND 2 0-HOUSTON 35 0-i_2432,"LINESTRING (-95.346468 29.542819467209306, -95.375096 29.6536102178675",115.0
VICTORIA 3 1-FANNIN 1-i_563,"LINESTRING (-97.177082 28.664095525985708, -97.192567 28.706485129612496",115.0
NEWARK 0-RHOME 0-i_1261,"LINESTRING (-97.440809 32.998434618972404, -97.45919300000001 33.09095215487141",161.0
HOUSTON 55 0-HOUSTON 58 0-i_2655,"LINESTRING (-95.437594 29.91609877213401, -95.449019 29.878989842351405",115.0
MATADOR 0-SPUR 0-i_182,"LINESTRING (-100.375217 33.70469446650242, -100.705732 33.335037813167716",161.0
CIBOLO 0-SCHERTZ 0-i_1635,"LINESTRING (-98.21695199999999 29.572499203165, -98.25904200000001 29.544562510412298",115.0
POTEET 0-NATALIA 0-i_505,"LINESTRING (-98.638709 29.077332012799705, -98.838565 29.197285948688712",115.0
SAN ANTONIO 49 0-SAN ANTONIO 38 0-i_1670,"LINESTRING (-98.70202799999998 29.338826427082093, -98.566452 29.340024456589408",115.0
SAN ANTONIO 13 0-SAN ANTONIO 25 0-i_1877,"LINESTRING (-98.411598 29.5355682875071, -98.484282 29.534758267435326",115.0
MISAE_SOLAR 2 0 - MISAE_SOLAR 1 1 - 3229,"LINESTRING (-100.06 34.45, -100.18 34.37",230.0
LA GRANGE 0-WINCHESTER 0-i_1794,"LINESTRING (-96.73260000000002 29.91095922557381, -96.96949999999998 30.031866816332393",500.0
SAN ANTONIO 21 0-SAN ANTONIO 13 0-i_1828,"LINESTRING (-98.470985 29.586133541475096, -98.411598 29.5355682875071",115.0
LITTLE ELM 0-DENTON 6 0-i_1405,"LINESTRING (-96.94695100000001 33.1740844388876, -97.18024400000002 33.22528584814511",161.0
ALBANY 1 3-LUEDERS 0-i_338,"LINESTRING (-99.3868 32.75013543757941, -99.68549199999998 32.8625713896909",115.0
ALLEN 2 0-MCKINNEY 3 1-i_1029,"LINESTRING (-96.690364 33.11191473032849, -96.68763 33.1696223161641",161.0
IRVING 5 0-COLLEYVILLE 0-i_1190,"LINESTRING (-96.993135 32.872414174893514, -97.14604099999998 32.88936863757011",161.0
SAN ANTONIO 9 0-SAN ANTONIO 8 0-i_2148,"LINESTRING (-98.390714 29.41564232126721, -98.38376100000002 29.444142025181716",115.0
CORPUS CHRISTI 2 0-TAFT 2 0-i_646,"LINESTRING (-97.51909999999998 27.825832718387318, -97.45427999999998 27.936055633502797",115.0
BELTON 0-ROCKDALE 1 0-i_1154,"LINESTRING (-97.489109 31.04551954337379, -97.04603200000001 30.55967127726221",500.0
DESOTO 0-DUNCANVILLE 1 0-i_1206,"LINESTRING (-96.860475 32.5970006887262, -96.908282 32.658235348339204",161.0
YOAKUM 0 - TULSITA_SOLAR 1 - 3253,"LINESTRING (-97.06553300000002 29.196052911725797, -97.22 28.81",230.0
COLLEGE STATION 1 0-BRYAN 1 1-i_3149,"LINESTRING (-96.261783 30.555184990626806, -96.43920000000001 30.71551025762",230.0
ATASCOSA 0-NATALIA 0-i_1623,"LINESTRING (-98.73366699999998 29.2805229924034, -98.838565 29.197285948688712",115.0
IRVING 4 0-IRVING 5 0-i_1191,"LINESTRING (-96.96331500000001 32.82348684088511, -96.993135 32.872414174893514",161.0
PAIGE 0-BASTROP 2-i_1609,"LINESTRING (-97.20989899999996 30.29766860129109, -97.2348 30.1269195886573",115.0
TULSITA_SOLAR 1 - VICTORIA 3 0 - 3254,"LINESTRING (-97.22 28.81, -97.18788200000002 28.664095525985708",230.0
RIO GRANDE CITY 0-FALFURRIAS 0-i_741,"LINESTRING (-98.51263200000001 26.57648994821521, -98.207213 26.8740947680303",115.0
IRAAN 1 0-IRAAN 3 0-i_96,"LINESTRING (-102.0777 30.911622882268297, -101.9118 30.878520746255205",115.0
MARBLE FALLS 2 2-KINGSLAND 0-i_320,"LINESTRING (-98.2952 30.54049837392111, -98.433748 30.666625121948993",115.0
CHRISTINE 1-JOURDANTON 0-i_551,"LINESTRING (-98.4559 28.698084622597193, -98.47696 28.758224255335705",115.0
